Protocol,Model_1,Model_2,MAE_Model_1,MAE_Model_2,MAE_Difference_M1_minus_M2,RMSE_Difference_M1_minus_M2,MASE_48_Difference_M1_minus_M2,Percentage_MAE_Improvement_M1_vs_M2,Percentage_MASE_Improvement_M1_vs_M2,Paired_Cohens_d_Absolute_Error,Practical_Winner
A,Weekly_Seasonal_Naive,SARIMA,153.21076877564104,17.131137451608996,136.07963132403205,241.81132195899255,1.1624977764029798,-794.340899478634,-794.340899478634,0.6271857636172614,SARIMA
A,Weekly_Seasonal_Naive,Prophet,153.21076877564104,177.10925541480796,-23.89848663916692,23.312124375441584,-0.20415941244927138,13.493640737856541,13.493640737856541,-0.12712206541824356,Weekly_Seasonal_Naive
A,Weekly_Seasonal_Naive,Simple_Exponential_Smoothing,153.21076877564104,243.8381772340173,-90.62740845837627,-34.51953275180949,-0.7742096285016988,37.16702998948314,37.16702998948314,-0.3392471174252128,Weekly_Seasonal_Naive
A,Weekly_Seasonal_Naive,Holt_Winters,153.21076877564104,179.62294129326145,-26.412172517620405,-2.4709597684878304,-0.22563326724918298,14.70423116749801,14.70423116749801,-0.1289048377219606,Weekly_Seasonal_Naive
A,Weekly_Seasonal_Naive,DHR_ARIMA,153.21076877564104,26.646643448801345,126.5641253268397,216.8723651844894,1.0812089423911861,-474.97211260404725,-474.97211260404725,0.5655557066996978,DHR_ARIMA
A,Weekly_Seasonal_Naive,LSTM,153.21076877564104,47.01906813585456,106.19170063978649,195.5961422297761,0.9071718865276017,-225.84816086308103,-225.84816086308103,0.46102085183386876,LSTM
A,Weekly_Seasonal_Naive,Chronos_Bolt_Tiny,153.21076877564104,32.33201165869716,120.87875711694389,222.2825929233991,1.0326401166401946,-373.86710852687713,-373.86710852687713,0.5591452900669718,Chronos_Bolt_Tiny
A,Weekly_Seasonal_Naive,TimesFM,153.21076877564104,16.38829156817394,136.8224772074671,240.66148265001092,1.1688437422121247,-834.8794420595759,-834.8794420595759,0.6242987682711834,TimesFM
A,Moving_Average,ARIMA,179.12222589245587,28.881333767223815,150.24089212523205,175.97740515828076,1.2834742519583657,-520.200671257551,-520.200671257551,1.0107395226849758,ARIMA
A,Moving_Average,SARIMA,179.12222589245587,17.131137451608996,161.99108844084688,202.30841132865825,1.3838535442616686,-945.5944702938117,-945.5944702938117,1.1454159220971536,SARIMA
A,Moving_Average,Prophet,179.12222589245587,177.10925541480796,2.0129704776479116,-16.190786254892714,0.01719635540941744,-1.1365698946299159,-1.1365698946299159,0.010793552412954226,Prophet
A,Moving_Average,Simple_Exponential_Smoothing,179.12222589245587,243.8381772340173,-64.71595134156144,-74.02244338214379,-0.55285386064301,26.540532772869273,26.540532772869273,-0.41232312908961793,Moving_Average
A,Moving_Average,Holt_Winters,179.12222589245587,179.62294129326145,-0.500715400805575,-41.97387039882213,-0.004277499390494155,0.2787591591588971,0.2787591591588971,-0.002364626454008485,Moving_Average
A,Moving_Average,DHR_ARIMA,179.12222589245587,26.646643448801345,152.47558244365453,177.3694545541551,1.302564710249875,-572.2130921915923,-572.2130921915923,1.0304622188274088,DHR_ARIMA
A,Moving_Average,LSTM,179.12222589245587,47.01906813585456,132.10315775660132,156.0932315994418,1.1285276543862905,-280.9565629308284,-280.9565629308284,0.8786772523668611,LSTM
A,Moving_Average,Chronos_Bolt_Tiny,179.12222589245587,32.33201165869716,146.79021423375872,182.7796822930648,1.2539958844988834,-454.0089116115137,-454.0089116115137,1.0443654779280067,Chronos_Bolt_Tiny
A,Moving_Average,TimesFM,179.12222589245587,16.38829156817394,162.73393432428193,201.15857201967663,1.3901995100708135,-992.9890107661448,-992.9890107661448,1.1414590199488766,TimesFM
A,ARIMA,SARIMA,28.881333767223815,17.131137451608996,11.750196315614819,26.33100617037749,0.10037929230330295,-68.58970309943554,-68.58970309943554,0.2544112658196972,SARIMA
A,ARIMA,Prophet,28.881333767223815,177.10925541480796,-148.22792164758414,-192.16819141317347,-1.2662778965489483,83.69292801803002,83.69292801803002,-0.8548417841503686,ARIMA
A,ARIMA,Simple_Exponential_Smoothing,28.881333767223815,243.8381772340173,-214.9568434667935,-249.99984854042455,-1.8363281126013757,88.1555324540071,88.1555324540071,-1.1115553741966708,ARIMA
A,ARIMA,Holt_Winters,28.881333767223815,179.62294129326145,-150.74160752603763,-217.9512755571029,-1.2877517513488599,83.9211330360799,83.9211330360799,-0.7203386031862394,ARIMA
