Timestamp,Actual,Naive,Persistence_Enhanced_LSTM,Chronos_Bolt_Tiny,TimesFM
2024-09-24 00:00:00+00:00,64260.0,63325.0,63282.32590854168,63021.86328125,63227.17578125
2024-09-25 00:00:00+00:00,63147.0,64260.0,64220.69071412087,64385.765625,64286.0234375
2024-09-26 00:00:00+00:00,65175.0,63147.0,63077.78647953272,62973.08203125,63237.12890625
2024-09-27 00:00:00+00:00,65781.0,65175.0,65126.39810889959,65152.95703125,65066.390625
2024-09-28 00:00:00+00:00,65876.0,65781.0,65749.1744350791,66097.5,65844.2421875
2024-09-29 00:00:00+00:00,65601.0,65876.0,65842.47148346901,66410.6328125,65871.3203125
2024-09-30 00:00:00+00:00,63302.0,65601.0,65551.00906080008,65987.125,65648.0234375
2024-10-01 00:00:00+00:00,60807.0,63302.0,63184.81149756909,63226.89453125,63494.61328125
2024-10-02 00:00:00+00:00,60634.0,60807.0,60598.77576559782,61161.390625,60566.90625
2024-10-03 00:00:00+00:00,60745.0,60634.0,60368.06241798401,61319.77734375,60831.83203125
2024-10-04 00:00:00+00:00,62081.0,60745.0,60455.53354382515,61295.76953125,60795.4609375
2024-10-05 00:00:00+00:00,62063.0,62081.0,61802.86575144529,62060.81640625,62085.078125
2024-10-06 00:00:00+00:00,62814.0,62063.0,61797.5941067934,61830.49609375,62071.83984375
2024-10-07 00:00:00+00:00,62212.0,62814.0,62570.69201588631,62388.83203125,62909.8125
2024-10-08 00:00:00+00:00,62133.0,62212.0,61970.38975405693,61802.99609375,62109.6875
2024-10-09 00:00:00+00:00,60582.0,62133.0,61889.19675779343,61874.36328125,61963.49609375
2024-10-10 00:00:00+00:00,60278.0,60582.0,60308.12608730793,60535.43359375,60719.5078125
2024-10-11 00:00:00+00:00,62452.0,60278.0,59982.326509833336,60378.98828125,60211.71875
2024-10-12 00:00:00+00:00,63194.0,62452.0,62188.95825767517,62671.2109375,62650.578125
2024-10-13 00:00:00+00:00,62849.0,63194.0,62969.23987448216,63177.375,63239.73828125
2024-10-14 00:00:00+00:00,66070.0,62849.0,62635.390323758125,62723.5625,62434.37109375
2024-10-15 00:00:00+00:00,67061.0,66070.0,65928.34730267525,66396.9375,65936.515625
2024-10-16 00:00:00+00:00,67622.0,67061.0,66982.63992857933,67650.09375,66944.5
2024-10-17 00:00:00+00:00,67392.0,67622.0,67581.80297291279,68053.0078125,67231.1796875
2024-10-18 00:00:00+00:00,68420.0,67392.0,67356.0851097107,67522.3828125,67100.0859375
2024-10-19 00:00:00+00:00,68359.0,68420.0,68400.4697406292,68900.53125,68360.1015625
2024-10-20 00:00:00+00:00,69011.0,68359.0,68337.30321341753,68539.140625,68490.375
2024-10-21 00:00:00+00:00,67340.0,69011.0,68991.7987601757,68934.4375,68945.6328125
2024-10-22 00:00:00+00:00,67382.0,67340.0,67274.57543849945,67609.5234375,67015.5703125
2024-10-23 00:00:00+00:00,66601.0,67382.0,67282.52477264404,67857.0390625,67102.9609375
2024-10-24 00:00:00+00:00,68155.0,66601.0,66461.9999409318,66946.5,66270.40625
2024-10-25 00:00:00+00:00,66578.0,68155.0,68018.35051715374,68159.375,67867.7890625
2024-10-26 00:00:00+00:00,67003.0,66578.0,66408.70984601974,66751.125,66411.203125
2024-10-27 00:00:00+00:00,67938.0,67003.0,66813.78695452213,67444.796875,66832.5625
2024-10-28 00:00:00+00:00,69918.0,67938.0,67757.18528223038,68430.078125,67918.453125
2024-10-29 00:00:00+00:00,72729.0,69918.0,69779.77443122864,69945.0859375,69550.8984375
2024-10-30 00:00:00+00:00,72331.0,72729.0,72671.31867349148,73078.921875,72512.078125
2024-10-31 00:00:00+00:00,70231.0,72331.0,72301.35575175285,72545.53125,71697.3515625
2024-11-01 00:00:00+00:00,69490.0,70231.0,70158.38383072615,70298.4765625,69151.3828125
