Timestamp,Actual,Chronos_Bolt_Tiny_Native_Lower_80,Chronos_Bolt_Tiny_Native_Upper_80,Chronos_Bolt_Tiny_Calibrated_Lower_80,Chronos_Bolt_Tiny_Calibrated_Upper_80,TimesFM_Native_Lower_80,TimesFM_Native_Upper_80,TimesFM_Calibrated_Lower_80,TimesFM_Calibrated_Upper_80
2024-04-12 00:00:00+00:00,67150.0,68052.8125,73683.34375,68189.7265625,73546.4296875,69935.8515625,71253.96875,69394.78515625,71795.03515625
2024-04-13 00:00:00+00:00,64054.0,64461.140625,70662.8046875,64598.0546875,70525.890625,67533.2109375,69264.015625,66992.14453125,69805.08203125
2024-04-14 00:00:00+00:00,65749.0,60666.30859375,67630.9765625,60803.22265625,67494.0625,63747.51953125,66279.2421875,63206.453125,66820.30859375
2024-04-15 00:00:00+00:00,63438.0,62554.61328125,68881.5703125,62691.52734375,68744.65625,65363.40625,67474.6171875,64822.33984375,68015.68359375
2024-04-16 00:00:00+00:00,63830.0,59790.359375,66398.5,59927.2734375,66261.5859375,62891.1484375,65397.046875,62350.08203125,65938.11328125
2024-04-17 00:00:00+00:00,61278.0,60135.578125,66469.65625,60272.4921875,66332.7421875,63501.4140625,65731.8828125,62960.34765625,66272.94921875
2024-04-18 00:00:00+00:00,63515.0,57138.99609375,63747.15625,57275.91015625,63610.2421875,61115.9921875,63149.125,60574.92578125,63690.19140625
2024-04-19 00:00:00+00:00,63821.0,59708.13671875,65896.765625,59845.05078125,65759.8515625,62739.04296875,64635.41015625,62197.9765625,65176.4765625
2024-04-20 00:00:00+00:00,64990.0,60287.8203125,66264.515625,60424.734375,66127.6015625,63250.65234375,65142.15234375,62709.5859375,65683.21875
2024-04-21 00:00:00+00:00,64950.0,61833.77734375,67826.3359375,61970.69140625,67689.421875,64333.984375,66241.21875,63792.91796875,66782.28515625
2024-04-22 00:00:00+00:00,66855.0,61815.68359375,67573.1796875,61952.59765625,67436.265625,64545.05078125,66227.109375,64003.984375,66768.17578125
2024-04-23 00:00:00+00:00,66421.0,63757.59765625,69746.234375,63894.51171875,69609.3203125,66275.234375,68045.546875,65734.16796875,68586.61328125
2024-04-24 00:00:00+00:00,64259.0,63630.4296875,69425.109375,63767.34375,69288.1953125,66280.671875,68108.671875,65739.60546875,68649.73828125
2024-04-25 00:00:00+00:00,64493.0,61331.4921875,67339.5703125,61468.40625,67202.65625,64160.41796875,65585.9609375,63619.3515625,66127.02734375
2024-04-26 00:00:00+00:00,63745.0,61945.6484375,67675.8046875,62082.5625,67538.890625,63898.046875,65284.11328125,63356.98046875,65825.1796875
2024-04-27 00:00:00+00:00,63429.0,61402.39453125,67153.4296875,61539.30859375,67016.515625,63291.00390625,64670.421875,62749.9375,65211.48828125
2024-04-28 00:00:00+00:00,63098.0,61217.8515625,66745.2890625,61354.765625,66608.375,63127.6015625,64283.28125,62586.53515625,64824.34765625
2024-04-29 00:00:00+00:00,63832.0,60665.7421875,66232.765625,60802.65625,66095.8515625,62944.078125,63822.4296875,62403.01171875,64363.49609375
2024-04-30 00:00:00+00:00,60632.0,61192.95703125,66753.0,61329.87109375,66616.0859375,63456.375,64430.0078125,62915.30859375,64971.07421875
2024-05-01 00:00:00+00:00,58256.0,57119.36328125,63393.6796875,57256.27734375,63256.765625,61205.109375,62401.69140625,60664.04296875,62942.7578125
2024-05-02 00:00:00+00:00,59099.0,54306.8984375,61038.07421875,54443.8125,60901.16015625,58184.671875,59611.66796875,57643.60546875,60152.734375
2024-05-03 00:00:00+00:00,62915.0,55449.46875,61398.03515625,55586.3828125,61261.12109375,58727.96875,59875.140625,58186.90234375,60416.20703125
2024-05-04 00:00:00+00:00,63899.0,59458.3515625,65597.8515625,59595.265625,65460.9375,62399.94921875,63981.640625,61858.8828125,64522.70703125
2024-05-05 00:00:00+00:00,64021.0,60108.57421875,65965.828125,60245.48828125,65828.9140625,63666.07421875,65297.40625,63125.0078125,65838.47265625
